species,X1...2,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52
Altensteinia longispicata,24544,16,4,4,4,9.17,4.634,-77.331,2.107,0,6.979114584624767,14.328843737641972,86.80151435598628,75.12857570363259,15.254125118255615,-1.7095000445842743,16.954500168561935,7.719020813703537,5.909270872672399,7.72072912255923,5.909270872672399,803,151,9,65.75488941144695,410.5,36.5,410.5,36.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28.5,1,1,1,1,1,1
Crepidium quadridens,0,4,1,1,1,9.082,0,147.64,0,0,21.294333418210346,10.670583486557007,81.52485422470744,69.05754265442208,27.65049934387207,14.561750411987305,13.088748931884766,22.004500071207683,20.312708377838135,22.004500071207683,20.312708377838135,2801,338,112,34.18561005097511,994,376,994,376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Cribbia pendula,0,4,2,1,2,0.253,0.065,6.59,0.027,1,21.045989910761516,6.338930606842041,71.16583436349632,85.39349846897797,25.427066802978516,16.519800186157227,8.907266616821289,21.10162893931071,19.857226689656574,21.965120951334637,19.857226689656574,2890,548,16,63.07116324610167,1221,135,857,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Cribbia thomensis,8,8,3,1,1,0.284,0.008,6.599,0.012,1,21.045989910761516,6.338930606842041,71.16583436349632,85.39349846897797,25.427066802978516,16.519800186157227,8.907266616821289,21.10162893931071,19.857226689656574,21.965120951334637,19.857226689656574,2890,548,16,63.07116324610167,1221,135,857,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Amitostigma capitatum,0,4,1,1,1,31.51,0,111.09,0,1,12.807999898989996,9.995708525180817,30.991562541338215,797.6544930625442,28.399999618530273,-3.8529999256134033,32.25299954414368,22.370457808176678,2.6046666701634726,22.370457808176678,2.6046666701634726,1139,199,17,64.24299621915581,501,62,501,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,1,1,1,1,1
Cryptopus brachiatus,16438,24,6,6,6,19.147,3.313,48.487,1.104,0,21.039364536603294,11.654093623161316,63.115030838536875,257.0003721343713,29.851375579833984,11.384125232696533,18.464499950408936,23.791770776112877,18.862291495005287,23.87597894668579,17.59137487411499,2071,349,53,71.45236566047643,1023,191,1007.5,253.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,1,1,1
Cryptopus dissectus,74114,16,4,4,4,21.981,1.944,49.41,6.997,0,21.358692626158394,11.63490617275238,62.694471484669286,256.497806917822,30.25337505340576,12.662624835968018,18.555875301361084,24.049895922342937,18.901750087738037,24.228520711263023,17.900166511535645,2101.5,367.5,56,70.59724992879893,1077,196,1010.5,236.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,1,1,1,1,1,1
Amitostigma hemipilioides,0,4,1,1,1,25.4,0,102.7,0,1,14.16841666897138,8.923958281675974,39.823989039827445,464.09787822943775,24.49424934387207,2.085750102996826,22.408499240875244,19.193958123524983,7.939375122388204,19.193958123524983,7.939375122388204,896,180,12,84.61215403589193,498,38,498,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Cryptopus paniculatus,3122,52,35,5,7,18.854,0.379,48.375,0.256,0,19.500229318936665,11.819041728973389,63.18780969012216,270.00516192726553,28.436750411987305,9.29325008392334,19.292000770568848,22.30258337656657,17.325375080108643,22.30258337656657,16.051666736602783,1718,317,46,75.46294145636563,887,157,887,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Amitostigma simplex,0,8,2,2,2,30.368,0,102.815,0,1,11.875604256987572,11.518625130256018,39.3053358993097,644.7137826013527,26.28499984741211,-3.0204999446868896,29.305499792099,19.265416622161865,3.21295835574468,19.265416622161865,3.21295835574468,936,174,11,81.37863250496606,489,37,489,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Amitostigma tetralobum,26671,24,6,5,6,25.748,2.972,100.461,1.243,1,13.778635380168755,9.660385176539421,41.52998022344451,459.9077161186894,24.479249954223633,1.6548749804496765,22.824374973773956,18.812020858128868,7.591687470674515,18.812020858128868,7.591687470674515,879.5,150.5,14,66.76693174558812,416.5,59,416.5,59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,1,1,1,1,1,1
Anacamptis boryi,33619,40,11,6,9,36.115,2.847,24.39,1.355,1,16.72165111700694,7.848607619603475,34.8609185156519,575.9043059726166,27.615650177001953,5.10159158706665,22.514058589935303,10.266932010650635,23.732360521952312,23.732360521952312,10.266932010650635,730,149,2,84.05548927061672,384,14,14,363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Cyclopogon longibracteatus,307328,28,8,7,7,25.816,4.879,-51.766,8.91,0,19.77607820431391,11.094916860262552,53.728844918093444,335.949290565711,30.11412525177002,8.729249954223633,20.903250217437744,20.91864593823751,16.131916602452595,23.333937565485634,15.461208264032999,1586,182,84.5,25.117948426138202,494.5,287,478.5,297.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,1,1,1,1,1
Acianthera chrysantha,0,4,1,1,1,17.268,0,-97.68,0,1,17.53647913535436,13.469124833742777,76.280992886791,140.3604600928531,25.59174919128418,7.934500217437744,17.657248973846436,18.353749752044678,15.607458353042603,19.122416655222576,15.607458353042603,880,184,5,96.98038118668386,506,21,302,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0,1,1,1,1,1
Anacamptis palustris,3921565,1628,418,218,319,47.092,13.741,5.514,19.82,1,10.636937509756535,8.734208419919014,34.97080533805771,600.7650607018927,22.75874900817871,-2.5225000381469727,24.985749006271362,10.829458206892014,9.095191478729248,18.43808348973592,3.4551667869091034,731.5,89,44,17.99490855973279,235,143.5,174,190,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,40,1,1,1,1,1,1
Anacamptis sancta,320897,208,54,25,36,36.846,5.232,27.627,10.82,1,17.070643454790115,8.058313538630804,32.54684144130649,583.9556569222966,27.91595458984375,5.736163139343262,23.732826232910156,10.795307675997417,24.400757789611816,24.400757789611816,10.703641057014465,615,123,2,82.878949824804,321,11,11,316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1,1,1,1,1,1
Cymbidium tracyanum,517289,80,20,16,18,23.097,8.653,100.812,6.42,1,16.82855219642321,9.54324996471405,42.38346283116062,439.97561450427213,26.608874320983887,5.586874961853027,20.231750011444092,21.398458162943523,10.66391662756602,21.398458162943523,10.637625058492025,1181,235.5,10.5,83.86118715054289,643.5,47,599,47.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34,1,1,1,1,1,1
Cynorkis ambondrombensis,0,4,1,1,1,21.85,0,47.267,0,0,18.03208327293396,10.733208179473877,61.452894521808666,253.1631436965139,26.227249145507812,8.761500358581543,17.46574878692627,20.660791556040447,15.057541529337565,20.660791556040447,14.57883326212565,1429,287,36,81.84947076820319,780,119,780,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Cynorkis aphylla,3178,24,6,6,6,13.842,0.804,48.78,0.977,0,21.64712496598562,10.549489816029865,72.39773758011508,153.55040935191033,28.85362434387207,14.320249557495117,14.864376068115234,23.068437576293945,19.5284583568573,23.30414581298828,19.5284583568573,1523,359,11.5,105.51839900932191,955,38.5,847.5,38.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1,1,1,1,1,1
Cynorkis aurantiaca,3869,36,13,3,5,18.982,0.593,47.95,0.88,0,18.075583279132843,12.628103653589884,63.559836417871665,266.8235197337441,27.34524917602539,7.185500144958496,19.77074909210205,20.867333094278973,14.601208130518595,20.867333094278973,14.483541568120321,1507,308,26,89.32895170894467,862,97,862,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Cynorkis bimaculata,0,4,1,1,1,19.367,0,47.3,0,0,14.255322813987732,13.245145718256632,68.22735020880751,238.73001001458368,23.320499420166016,3.907249927520752,19.413249492645264,16.547791639963787,10.949541489283243,16.547791639963787,10.949541489283243,1604,336,18,90.07594832504716,899,59,899,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,1,1,1
Cynorkis buchwaldiana,84139,140,42,15,22,5.627,4.521,37.739,1.75,0,18.89743745326996,10.31377092997233,67.00405560542137,171.47178104092467,26.27775001525879,11.218999862670898,15.228874683380127,19.938979148864746,16.677291472752888,20.829416751861572,16.628999948501587,1000,193,13,70.29933299462897,480,50,353,55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,1,1,1
Cynorkis cuneilabia,0,4,2,1,1,19.342,0.015,47.25,0.03,0,14.71382811665535,13.110489626725514,68.59956621665013,230.53362131998512,23.68662452697754,4.57337498664856,19.11324954032898,16.934333324432373,11.525750041007996,16.934333324432373,11.525750041007996,1551.5,333.5,14.5,93.97947244631538,887.5,47.5,887.5,47.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Cynorkis elata,18,12,4,2,2,24.723,0.162,47.123,0.149,0,23.487164278825123,10.668442726135254,59.74311823654158,256.1719964934921,32.818532943725586,14.22298002243042,18.1754093170166,26.421182314554848,21.723620732625328,26.51284901301066,20.202915509541832,1411,201,44.5,47.5089498293806,568,180,568,231.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Cynorkis formosa,0,4,1,1,1,13.767,0,48.983,0,0,19.713593641916912,10.600812276204428,71.01532819293627,158.40063734673197,27.289749145507813,12.362250328063965,14.927498817443848,21.02887471516927,17.66016658147176,21.492999871571858,17.66016658147176,1499,330,12,104.01499110744727,912,37,670,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
Cynorkis gabonensis,14911,12,3,3,3,0.418,2.933,10.317,3.991,0,23.653083324432373,7.477291425069173,69.48348698468425,108.58821418070215,28.115999221801758,17.35474967956543,10.761249542236328,23.92383321126302,22.04950014750163,24.662791570027668,22.04950014750163,1998,369,2,70.92837916047087,875,25,633,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1
Cynorkis gibbosa,185987,176,49,29,35,20.819,5.727,47.154,1.926,0,17.339968641599018,11.85812477270762,63.43619560910875,259.4774135066984,25.939250946044922,7.185500144958496,18.672749996185303,19.817041397094727,13.786458333333334,19.817041397094727,13.786458333333334,1407,287,20,91.29531393451468,788,71,785,76,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1,1,1,1,1,1
Cynorkis gigas,43767,92,24,20,21,21.632,4.439,46.611,1.093,0,19.174291769663494,12.26602053642273,62.112733362207194,265.63001329218537,27.671500205993652,9.32925033569336,18.877125024795532,21.757291475931805,16.371541500091553,21.757291475931805,15.732875029246012,1096,256.5,8.5,102.51333015006273,677.5,28.5,677.5,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26.5,1,1,1,1,1,1
Cynorkis globifera,533,12,4,2,2,20.25,4.745,47.984,1.123,0,19.500229318936665,12.115458567937216,63.559836417871665,265.3287672570086,28.436750411987305,9.375249862670898,19.061500549316406,22.27583376566569,17.325375080108643,22.27583376566569,16.051666736602783,1599,309,40,79.97158753844577,867,130,867,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Cynorkis gymnochiloides,0,8,2,2,2,20.333,0.39,46.908,0.195,0,17.38558335105578,12.06072912613551,63.72405884370441,262.4074515491723,26.2160005569458,7.297999858856201,18.9180006980896,20.06433335940043,13.751750032107037,20.06433335940043,13.751750032107037,1374,297.5,12,96.19774073120001,806,39,806,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,1,1,1
Cynorkis henrici,242,12,6,2,2,18.271,2.573,48.562,1.084,0,19.500229318936665,12.115458567937216,63.54562102293242,265.3287672570086,28.436750411987305,9.375249862670898,19.061500549316406,22.28920857111613,17.325375080108643,22.28920857111613,16.051666736602783,1599,312,40,79.97158753844577,871,130,871,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1
Cynorkis humbertii,0,4,1,1,1,14.2,0,49.108,0,0,15.802697837352753,12.078562378883362,68.40665266302365,200.48220487516505,24.097749710083008,6.4407501220703125,17.656999588012695,17.958333333333332,13.22487497329712,17.958333333333332,13.18108328183492,1424,295,15,97.66168533547561,842,58,842,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1,1,1,1
Cynorkis lindleyana,55336,60,15,13,14,19.988,3.937,47.25,1.721,0,17.62347912788391,11.85812477270762,63.50497262122688,254.92751793958215,26.07724952697754,8.141249656677246,18.661500453948975,20.183416843414307,14.119499842325846,20.183416843414307,14.119499842325846,1407,299,15,94.69742167700626,809,47,809,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1
Cynorkis marojejyensis,0,4,1,1,1,14.43,0,49.73,0,0,20.537072857220966,11.031687339146933,65.84706465610734,216.3202879141474,28.58799934387207,11.834500312805176,16.753499031066895,22.96024990081787,18.383625030517578,22.96024990081787,17.75820827484131,1964,297,55,56.19315992960992,867,218,867,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,1,1
Cynorkis monadenia,0,4,1,1,1,20.55,0,46.8,0,0,18.64744794368744,11.531979163487753,62.68742456537257,257.99138336460055,27.124000549316406,8.727999687194824,18.396000862121582,21.315208276112873,15.033291816711426,21.315208276112873,15.033291816711426,1323,296,10,101.10016752788536,800,32,800,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,1,1,1,1
Cynorkis muscicola,0,4,1,1,1,21.858,0,47.275,0,0,18.03208327293396,10.733208179473877,61.452894521808666,253.1631436965139,26.227249145507812,8.761500358581543,17.46574878692627,20.660791556040447,15.057541529337565,20.660791556040447,14.57883326212565,1429,287,36,81.84947076820319,780,119,780,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1
