species	tot_occ	uni_occ	mean_lat	mean_lon	lat_range	lon_range	lat_hemisphere	eoo	aoo	1	2	7	10	13	3	4	5	6	11	98	8	12	9	14	99	bio1	bio4	bio11	bio12	bio15	bio17	range_bio1	range_bio4	range_bio11	range_bio12	range_bio15	range_bio17	humanfootprint_1993_1	humanfootprint_1993_2	humanfootprint_1993_3	humanfootprint_1993_4	humanfootprint_2009_1	humanfootprint_2009_2	humanfootprint_2009_3	humanfootprint_2009_4
Encyclia phoenicea	1.2787536	1.2787536	0.2442666667	-0.452300000	5.101434e-01	0.9754676536	1	4.99039637	1.8633229	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	 1.67333333	3.308671	 14.76666667	3.147058	1.7853298	2.0791812	 0.8966667	2.6360865	 0.76333333	2.4779890	1.4385423	2.0956923	0.06	0.06	0.22	0.67	0.06	0.00	0.39	0.56
Encyclia spatella	0.9030900	0.9030900	0.2057666667	-0.555877778	6.154787e-01	0.7608136247	1	4.81663725	1.4623980	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.44000000	3.182415	 13.06666667	3.116276	2.0253059	1.3617278	 2.4866667	2.8692317	 3.26666667	2.7959495	0.9956352	1.0170333	0.00	0.00	0.43	0.57	0.00	0.00	0.29	0.71
Epidendrum anthoceros	0.4771213	0.4771213	0.0362555556	-0.420922222	8.752216e-01	0.7033687702	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.18333333	2.572872	 11.46666667	3.273927	1.4548449	2.4616486	11.7000000	2.2355284	11.88000000	2.9897167	1.3710679	1.4871384	0.50	0.00	0.00	0.50	0.50	0.00	0.00	0.50
Epidendrum capricornu	0.7781513	0.7781513	0.0616000000	-0.435072222	2.890312e-01	0.3193892478	0	3.11061631	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.07333333	2.630428	 10.26666667	3.052694	1.4771213	2.2600714	 4.6666667	1.9804579	 4.90666667	2.5153439	1.0718820	1.7466342	0.00	0.60	0.20	0.20	0.00	0.40	0.20	0.40
Epidendrum carnevalii	0.3010300	0.3010300	0.1251888889	-0.386850000	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.51333333	3.002166	 14.13333333	2.966142	1.6232493	2.0718820	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Epidendrum criniferum	1.2041200	1.2041200	0.0634555556	-0.457211111	1.346124e+00	1.0212591942	1	5.63056282	1.7853298	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.48000000	2.813581	 14.40000000	3.356981	1.7634280	2.1731863	 6.3000000	2.7435882	 6.49333333	3.3666097	1.7041505	2.4891144	0.00	0.13	0.27	0.60	0.00	0.13	0.27	0.60
Epidendrum diothonaeoides	1.3010300	1.3010300	0.0081777778	-0.437894444	7.158530e-01	0.3194745846	0	4.14555954	1.8388491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.04000000	2.212188	 10.26666667	3.165838	1.7323938	2.1172713	 6.6933333	2.4046627	 6.54000000	2.9882021	1.6848454	2.1696744	0.11	0.37	0.37	0.16	0.00	0.37	0.32	0.32
Epidendrum geminiflorum	2.0128372	2.0128372	0.0055333333	-0.431283333	1.238274e+00	0.7957305943	0	5.91037211	2.5224442	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.01333333	2.509203	  9.96666667	3.147831	1.6434527	2.2174839	 7.8300000	2.7489629	 7.84333333	3.2333135	1.7323938	2.5587086	0.10	0.32	0.26	0.31	0.05	0.30	0.29	0.35
Epidendrum gentryi	1.0413927	1.0413927	0.0117333333	-0.434666667	9.812669e-01	0.7128129522	1	5.32856053	1.6127839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	 1.43666667	2.491362	 13.86666667	3.362577	1.7993405	2.2367891	 5.8966667	2.6058974	 5.80000000	3.6445912	1.7649230	2.9728506	0.11	0.22	0.56	0.11	0.00	0.33	0.33	0.33
Epidendrum hombersleyi	0.3010300	0.3010300	0.1156333333	-0.341061111	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.72666667	2.806858	 16.66666667	3.214314	1.7323938	2.1105897	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Epidendrum microphyllum	1.7075702	1.7075702	0.0044888889	-0.388022222	1.130193e+00	1.3901134078	0	6.65552176	2.2479733	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.72666667	2.669317	 16.73333333	3.412880	1.5250448	2.5860244	 5.1166667	2.5694324	 5.28666667	3.3627745	1.5327544	2.7307419	0.31	0.17	0.14	0.38	0.28	0.19	0.12	0.41
Epidendrum oerstedii	1.2304489	1.2304489	0.1333111111	-0.475250000	6.730393e-01	0.4889066075	1	4.59859353	1.7853298	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.44333333	2.889582	 13.53333333	3.183127	1.8450980	1.8633229	 3.6500000	2.6796550	 3.88333333	3.2439677	1.5652573	2.2141813	0.00	0.00	0.19	0.81	0.00	0.00	0.19	0.81
Epidendrum proligerum	1.6232493	1.6232493	0.2611555556	-0.257138889	1.149484e+00	1.0462453634	0	5.81567933	2.1958997	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.20666667	3.458336	  9.53333333	3.192567	1.4471580	2.4329693	 4.2000000	3.2664669	 5.53333333	2.8842288	1.6127839	2.3180633	0.02	0.32	0.51	0.15	0.02	0.39	0.32	0.27
Epidendrum ramosum	2.6063814	2.6063814	0.0660111111	-0.414422222	1.663671e+00	1.7657559263	1	7.28777957	3.1693805	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	 1.44666667	3.060698	 13.26666667	3.293584	1.7558749	2.2764618	 5.8600000	3.3931890	 6.86666667	3.4059437	1.8388491	2.6135247	0.03	0.19	0.40	0.38	0.03	0.20	0.41	0.36
Epidendrum syringothyrsus	1.2041200	1.2041200	0.1454888889	-0.395388889	1.079486e+00	1.0805005810	0	5.66471096	1.7558749	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.12000000	3.035430	 10.20000000	3.087781	1.8260748	1.8633229	 9.1600000	3.0837176	 9.75333333	3.2585415	1.7007037	2.4451370	0.21	0.36	0.21	0.21	0.07	0.50	0.21	0.21
Epidendrum tigriphyllum	0.3010300	0.3010300	0.0672555556	-0.406533333	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.16666667	2.463893	 11.40000000	3.421933	1.6334685	2.6211763	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Epipactis albensis	1.2041200	1.2041200	0.5774666667	 0.078255556	5.003737e-01	0.3921163338	1	4.34909287	1.7853298	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 0.57333333	3.838345	 -0.40000000	2.754348	1.4149733	2.0253059	 0.9200000	2.8427340	 0.68000000	1.9334873	0.8633229	1.1673173	0.00	0.00	0.27	0.73	0.00	0.00	0.27	0.73
Epipactis gigantea	2.8135810	2.8135810	0.4125777778	-0.645038889	1.281390e+00	1.3308493714	1	6.69333495	3.4022614	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	 0.84666667	3.806858	  3.66666667	2.705008	1.8061800	1.5185139	 9.2733333	3.7109251	11.57000000	3.1721503	1.8422971	2.1124374	0.18	0.37	0.20	0.25	0.16	0.36	0.25	0.24
Epipactis greuteri	0.6020600	0.6020600	0.5299666667	 0.064894444	7.981919e-01	0.0663147417	1	1.57760668	1.1139434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 0.52000000	3.816241	 -0.46666667	2.846337	1.3617278	2.1461280	 1.9200000	2.5033821	 2.34000000	2.1667261	0.4471580	1.2988531	0.00	0.00	0.33	0.67	0.00	0.00	0.67	0.33
Epipactis leptochila	2.9532763	2.9532763	0.5345000000	 0.039433333	9.578083e-01	1.0853027112	1	6.19324724	3.5381966	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	 0.58666667	3.795324	  0.46666667	2.903090	1.2304489	2.2095150	 3.5333333	3.1629824	 4.13333333	2.8033205	1.3222193	2.2232363	0.01	0.06	0.10	0.83	0.00	0.07	0.25	0.68
Epipactis muelleri	3.3671695	3.3671695	0.5337555556	 0.037066667	9.023260e-01	1.0665076200	1	6.26160326	3.9427519	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	 0.60666667	3.791410	  0.73333333	2.873321	1.2304489	2.1846914	 3.3100000	3.0993180	 4.13333333	2.6683859	1.2787536	2.0969100	0.00	0.03	0.08	0.89	0.00	0.05	0.18	0.76
Epipactis nordeniorum	0.3010300	0.3010300	0.5235333333	 0.085533333	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 0.52000000	3.879039	 -1.53333333	2.950365	1.6334685	2.0681859	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Epipactis palustris	4.1661636	4.1661636	0.5793111111	 0.059888889	1.215916e+00	1.3080257466	1	7.28047717	4.5509740	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	 0.53333333	3.808008	 -0.26666667	2.856124	1.3979400	2.1398791	 3.8666667	3.4291060	 5.93333333	2.7759743	1.3802112	2.1072100	0.00	0.06	0.19	0.74	0.00	0.07	0.24	0.69
Epipactis phyllanthes	2.4698220	2.4698220	0.5575666667	 0.019472222	1.230447e+00	1.2774001526	1	6.29812434	3.0191163	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	 0.58666667	3.764774	  1.86666667	2.826075	1.3424227	2.1271048	 3.5333333	3.2804304	 4.49000000	2.6901961	1.2866810	2.0404045	0.00	0.03	0.12	0.85	0.02	0.05	0.16	0.77
Epipactis placentina	1.0791812	1.0791812	0.4962888889	 0.042583333	7.543330e-01	0.8715846100	1	5.31523632	1.6532125	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	 0.58000000	3.788946	  0.13333333	3.004751	1.0791812	2.3747483	 4.9666667	2.9742814	 5.80000000	2.6946052	1.5051500	2.2588766	0.00	0.09	0.27	0.64	0.00	0.09	0.18	0.73
Epipactis purpurata	3.6150026	3.6150026	0.5492777778	 0.046738889	7.839086e-01	1.1040553337	1	6.29813941	4.1480162	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	 0.56000000	3.807806	  0.00000000	2.863323	1.2787536	2.1613680	 2.0700000	3.2521610	 3.06666667	2.6294096	1.3626709	1.9777236	0.00	0.01	0.07	0.93	0.00	0.02	0.18	0.80
Epipactis troodi	0.3010300	0.3010300	0.3883000000	 0.182938889	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 0.93333333	3.807197	  4.06666667	2.941014	1.9684829	1.3979400	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Epipactis veratrifolia	1.9444827	1.9444827	0.3537444444	 0.257050000	1.068981e+00	1.6136018898	1	7.07309402	2.2944662	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	 1.53333333	3.762453	 10.06666667	2.149219	1.9956352	0.0000000	14.1133333	3.6016037	17.60000000	2.9543390	1.7831887	1.6503075	0.01	0.06	0.15	0.78	0.01	0.02	0.15	0.81
Eria bidupensis	0.6989700	0.6989700	0.1346777778	 0.603727778	1.807606e-02	0.0410747442	1	1.51551620	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.38000000	3.074816	 12.66666667	3.162863	1.7853298	1.8573325	 1.1900000	1.9869955	 1.07666667	2.3562171	0.7201593	0.8419848	0.50	0.00	0.25	0.25	0.00	1.00	0.00	0.00
Eria carinata	0.7781513	0.7781513	0.2746111111	 0.537327778	7.227968e-01	1.2367488152	1	4.88195225	1.2304489	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 1.42000000	3.593618	  9.86666667	3.339451	1.9542425	1.7708520	 3.7200000	2.9541460	 3.36000000	3.4214065	1.4563660	1.4941546	0.00	0.00	0.60	0.40	0.00	0.00	0.60	0.40
Erythrodes blumei	1.5440680	1.5440680	0.2635666667	 0.664361111	5.212126e-01	1.0155473083	1	5.65678682	1.8388491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.32000000	3.540580	 10.00000000	3.366610	1.8920946	2.0334238	 3.1133333	3.3970793	 3.46000000	3.0811852	1.6020600	2.3786704	0.00	0.00	0.29	0.71	0.00	0.00	0.76	0.24
Erythrorchis altissima	1.3010300	1.3010300	0.2427222222	 0.655427778	1.081228e+00	1.2381460045	1	5.67847989	1.5185139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.55333333	3.586700	 11.93333333	3.315760	1.9956352	1.7558749	 2.0533333	3.3924683	 4.76000000	3.1615477	1.3747483	2.0614525	0.00	0.06	0.00	0.94	0.00	0.00	0.00	1.00
Eulophia coddii	0.9542425	0.9542425	0.2853555556	 0.155872222	4.921371e-01	0.2430802352	0	3.49694915	1.5185139	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.04666667	3.634477	  6.33333333	2.838534	1.8808136	1.3617278	 2.1533333	2.5102768	 2.26333333	1.6870828	1.0273496	0.9684829	0.25	0.00	0.25	0.50	0.12	0.12	0.12	0.62
Eulophia fernandeziana	0.7781513	0.7781513	0.1135666667	 0.142855556	3.315973e-01	0.3124693277	0	2.26034572	1.2304489	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.38000000	3.181558	 12.26666667	3.066326	1.9542425	0.4771213	 1.2266667	2.1731863	 1.44000000	2.2633993	0.8195439	0.5314789	0.00	0.00	0.60	0.40	0.00	0.00	0.40	0.60
Eulophia filifolia	1.0791812	1.0791812	0.2543555556	 0.252427778	9.670376e-01	0.6588171955	0	5.43973134	1.6127839	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.58666667	3.406540	 13.33333333	2.888741	1.9637878	1.3010300	 1.7000000	2.9982593	 2.23333333	3.0582362	1.9030900	2.3324385	0.09	0.18	0.18	0.55	0.00	0.09	0.36	0.55
Eulophia grandidieri	0.3010300	0.3010300	0.2103666667	 0.272316667	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.59333333	3.314078	 14.13333333	3.460898	1.6989700	2.5314789	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Eulophia katangensis	1.3010300	1.3010300	0.1338111111	 0.167133333	1.046612e+00	1.0954134644	0	6.23198093	1.8388491	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.34000000	3.376212	 11.26666667	3.047664	2.0128372	0.4771213	 3.3066667	3.2403246	 4.34666667	2.6944297	1.4899585	1.5809250	0.00	0.05	0.32	0.63	0.00	0.21	0.37	0.42
Eulophia mangenotiana	0.3010300	0.3010300	0.2400000000	 0.257594444	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.37333333	3.403978	 11.20000000	2.999131	2.0492180	1.3222193	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Eulophia nervosa	0.3010300	0.3010300	0.2206111111	 0.261300000	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.10666667	3.415307	  8.53333333	3.142702	1.9444827	1.6334685	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Eulophia ramosa	1.5314789	1.5314789	0.2312777778	 0.254050000	9.842581e-01	0.6328903583	0	5.47387635	2.1105897	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 1.51333333	3.383815	 12.73333333	3.124830	2.0170333	1.2552725	 6.2666667	3.1430773	 7.20000000	3.0135113	1.7466342	1.7291648	0.09	0.09	0.52	0.30	0.00	0.15	0.42	0.42
Eulophia reticulata	1.4771213	1.4771213	0.2274888889	 0.259850000	1.009931e+00	0.6437131750	0	5.33813075	2.0530784	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.371622	 10.66666667	3.124504	1.9912261	1.4913617	 4.3066667	2.9368152	 4.21333333	2.9345994	1.5774918	2.0591846	0.00	0.24	0.45	0.31	0.00	0.24	0.41	0.34
Eulophia speciosa	2.3053514	2.3053514	0.2101111111	 0.165894444	1.536701e+00	1.2870690798	0	6.96353165	2.8904210	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	 1.37333333	3.390582	 11.26666667	2.975891	1.8512583	1.6334685	 5.4000000	3.5380708	 6.46666667	3.0107239	2.0170333	2.2648178	0.06	0.11	0.30	0.52	0.04	0.13	0.29	0.53
Galeottia fimbriata	0.4771213	0.4771213	0.0728777778	-0.422638889	5.323097e-01	0.0326308468	1	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.41333333	2.433770	 13.90000000	3.422426	1.5563025	2.5587086	 3.4800000	1.9278834	 3.42000000	2.7460111	1.3541084	2.5260807	0.00	0.50	0.50	0.00	0.00	0.50	0.50	0.00
Gastrochilus calceolaris	1.6532125	1.6532125	0.2404666667	 0.566077778	1.211784e+00	1.0963349740	1	6.56917139	2.2380461	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	 1.22333333	3.601136	  8.66666667	3.157003	1.9242793	1.7558749	 8.7366667	3.5720056	10.69333333	3.1535252	1.5105450	1.9425041	0.07	0.05	0.38	0.50	0.05	0.10	0.40	0.45
Gastrodia africana	0.6989700	0.6989700	0.0401333333	 0.059544444	4.810842e-01	0.4579567947	1	4.19388103	1.2304489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.56333333	2.868056	 14.96666667	3.254306	1.7745170	2.1568519	 1.8433333	2.0338257	 1.93666667	2.9095025	0.9731279	1.8651040	0.00	0.25	0.00	0.75	0.00	0.25	0.00	0.75
Gastrodia elata	2.1105897	2.1105897	0.3940666667	 0.723388889	1.237886e+00	1.6092758276	1	6.83936757	2.6963564	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	 0.74666667	3.898807	  0.50000000	3.172311	1.6532125	2.2491984	 7.6666667	3.6413502	 9.48000000	3.0243214	1.8509524	2.4557582	0.01	0.06	0.13	0.80	0.01	0.03	0.10	0.86
Gastrorchis tuberculosa	0.7781513	0.7781513	0.2029444444	 0.269105556	9.125037e-01	0.5589748242	0	4.84743921	1.3222193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.29333333	3.413300	 10.40000000	3.242790	1.8692317	2.1903317	 4.0400000	2.8211203	 4.10666667	3.1693217	1.6414741	2.3392526	0.00	0.60	0.20	0.20	0.00	0.20	0.60	0.20
Genyorchis platybulbon	0.8450980	0.8450980	0.0370666667	 0.056727778	3.590382e-01	0.4801291610	1	3.62073418	1.3979400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.57333333	2.903090	 14.96666667	3.392521	1.7781513	2.2121876	 2.4333333	2.4166405	 2.25000000	3.0520202	1.0314085	1.7501225	0.00	0.17	0.33	0.50	0.00	0.17	0.33	0.50
Geodorum recurvum	1.2304489	1.2304489	0.2144000000	 0.541105556	9.660690e-01	1.3232113509	1	6.06621901	1.8129134	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.67333333	3.400883	 14.06666667	3.055760	1.9190781	1.5051500	 6.6833333	3.4345689	 8.80000000	2.7652959	1.5910646	1.5152113	0.00	0.19	0.00	0.81	0.00	0.12	0.12	0.75
Glomera compressa	1.4149733	1.4149733	0.0561222222	 0.785144444	7.409971e-01	1.0538571690	0	5.49003797	2.0043214	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 1.23333333	2.746634	 11.66666667	3.475381	1.1760913	2.7853298	 7.4800000	2.7101174	 7.81333333	3.6128050	1.5634811	3.0786018	0.30	0.25	0.30	0.15	0.32	0.08	0.32	0.28
Glomera oligantha	1.0791812	1.0791812	0.0778888889	 0.807183333	8.041769e-01	0.9711087803	0	4.86767434	1.6532125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.31333333	2.788875	 12.60000000	3.390405	1.3979400	2.6106602	 5.9666667	2.7363965	 5.93333333	2.9623693	1.3521825	2.5085297	0.18	0.73	0.09	0.00	0.18	0.55	0.18	0.09
Glomera uniflora	0.4771213	0.4771213	0.0303666667	 0.769772222	1.190743e-01	0.0834524509	0	0.95424251	0.9542425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.59666667	2.526339	 15.60000000	3.473998	1.2671717	2.7930916	 3.4200000	1.0000000	 3.48000000	1.8356906	0.5682017	1.8413595	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
Gomesa sessilis	0.3010300	0.3010300	0.2271666667	-0.231877778	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.06666667	3.260310	  8.93333333	3.172019	1.7993405	2.0453230	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
Gomesa silvana	0.3010300	0.3010300	0.1634000000	-0.220016667	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.48000000	3.061075	 13.73333333	3.088136	1.3802112	2.3579348	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
Gonatostylis vieillardii	1.6020600	1.6020600	0.2413777778	 0.923222222	4.292903e-01	0.4986275420	0	3.86576209	2.1367206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.41333333	3.375481	 12.06666667	3.267172	1.5682017	2.3909351	 1.4000000	2.4310419	 1.47333333	2.9495852	1.2810334	2.1981070	0.08	0.26	0.45	0.21	0.00	0.76	0.11	0.13
Gongora arcuata	0.3010300	0.3010300	0.0506777778	-0.410955556	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 0.89333333	2.540329	  8.66666667	3.098990	1.5440680	2.2095150	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Gongora portentosa	0.3010300	0.3010300	0.0535555556	-0.406700000	0.000000e+00	0.0000000000	1	0.69897000	0.6989700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.60000000	2.798651	 15.40000000	3.650793	1.7481880	2.4771213	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Goodyera flaccida	0.6020600	0.6020600	0.2014222222	 0.271400000	4.852244e-01	0.3660996845	0	3.19851743	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.28666667	3.411283	 10.53333333	3.261739	1.8388491	2.2576786	 2.5800000	2.7288406	 3.12000000	3.0015607	1.4742163	2.1798389	0.00	0.33	0.33	0.33	0.00	0.33	0.33	0.33
Goodyera macrophylla	0.4771213	0.4771213	0.3638111111	-0.093761111	4.510530e-03	0.0041622467	1	0.95424251	0.9542425	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 0.95333333	3.442637	  7.46666667	2.853090	1.8195439	1.5314789	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
Goodyera perrieri	0.6020600	0.6020600	0.2187222222	 0.267683333	5.211996e-01	0.1280145668	0	2.29775395	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.31333333	3.411788	 10.66666667	3.220370	1.8864907	2.1461280	 1.9800000	2.3161801	 2.16000000	2.7403627	1.1875207	2.0652061	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
Graphorkis medemiae	0.3010300	0.3010300	0.1827777778	 0.251944444	0.000000e+00	0.0000000000	0	0.69897000	0.6989700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.74000000	3.150142	 15.93333333	3.132580	2.0934217	1.0000000	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
Grosourdya quinquelobata	0.6020600	0.6020600	0.0340333333	 0.666516667	1.788022e-02	0.0051676380	0	0.40036527	1.1139434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 1.47333333	2.658011	 14.26666667	3.494850	1.5563025	2.6473830	 0.0000000	0.0000000	 0.00000000	0.0000000	0.0000000	0.0000000	0.00	0.00	0.33	0.67	0.00	0.00	0.00	1.00
Gymnadenia crassinervis	0.8450980	0.8450980	0.3138777778	 0.543605556	6.837268e-01	1.0534501250	1	5.00716266	1.3979400	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 0.64333333	3.689309	  2.03333333	2.978865	1.9956352	1.3010300	 7.0166667	3.3648792	 8.76666667	2.8231481	1.5826314	1.5185139	0.00	0.20	0.20	0.60	0.00	0.20	0.00	0.80
Gymnadenia frivaldii	0.7781513	0.7781513	0.4590222222	 0.124044444	4.173720e-01	0.7068252761	1	4.52094401	1.3222193	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	 0.58000000	3.833657	 -0.06666667	2.851870	1.3802112	2.0899051	 4.2000000	2.7949061	 3.80000000	2.6893089	1.1139434	2.0806265	0.00	0.00	0.20	0.80	0.00	0.40	0.20	0.40
Gymnadenia odoratissima	3.3121774	3.3121774	0.5295444444	 0.048472222	8.970247e-01	1.1760898114	1	6.40261997	3.8135143	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	 0.50666667	3.804276	 -0.53333333	2.999565	1.4313638	2.2430380	 5.3333333	3.1789769	 6.20000000	2.8356906	1.4471580	2.1945143	0.00	0.05	0.25	0.70	0.00	0.06	0.21	0.73
Gymnadenia rhellicani	2.0718820	2.0718820	0.5099777778	 0.049338889	5.192267e-01	0.8333447634	1	5.16464976	2.6522463	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	 0.22666667	3.771587	 -2.73333333	3.080626	1.2041200	2.4031205	 6.5200000	3.1704964	 5.40000000	3.0277572	1.4941546	2.5137502	0.03	0.29	0.33	0.35	0.02	0.05	0.19	0.74
Habenaria armatissima	1.5440680	1.5440680	0.0644222222	 0.142516667	1.518570e+00	1.4020522688	0	7.06355919	2.1105897	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	 1.43000000	3.321598	 12.56666667	2.946943	2.0211893	0.3010300	 6.0000000	3.3663109	 7.00666667	2.9248218	1.7888751	1.7516639	0.00	0.15	0.21	0.64	0.00	0.09	0.30	0.61
