Liparis ambohimangana	0.49			8.96							46.04	48.13						0.03								0.05	6.65			24.51						34.2					8.16		10.7		14.69						13.44					41.07				3.87					26.05	48.51	35.59																20.46																	48.39
Amitostigma simplex		43.35							6.25				9.04	3.19				7.35		48.03						49.7							44.02						5.99	14.72			44.67	48.25			1.62					5.92	49.17			43.96	6.34				8.81	25.6		47.2																		46.55				23.89				20.03										
Cymbidium tracyanum																																																																																																				
Amitostigma tetralobum					31.47					45.64	10.16		31.94		49.42	2.54	29.27	13.35						3.95		42.37				42.77		47.93	10.76	17.46		22.7								30.61								40.65	43.83									17.99		19.27		9.65	45.08			43.62				12.44					33.38	13.94				32.27						43.98	24.25					14.37			38.8	
Cynorkis ambondrombensis	14.04		24.45	27.19	22.3	24.91	12.11	7.68	10.18	22.11	29.91		8.24	11.4	4.99		18.67	43.34	16.29	27.21	16.03	9.67		40.66	12.73	22.31	3.68	36.45	0.15	5.95	3.52	41.56	9.43	27.44	18.12	20.89	4.37	33.96	0.65	20.81		5.77	18.98	10.1		24.52		10.25	15.39	5.69	31.61	4.74				4.01	1.21	18.26	42.67	47.92	1.73	34.94	42.72	1.44		24.98	32.69	11.14	24.96		8.77	41.16	14.29	8.47	11.52	18.3	7.39	4.37		22.91	1.2	8.27		3.6	3.18	17.84	24.62	1.62	17.25	42.98	19.38	12.57	4.37	8.92	47.75	19.36	23.66	16.95	27.28	8.17
Cynorkis aphylla					43.1			18.95			7.8			25.39			5.91		22.8						1.79	15.2		28.73			5.28		6.85		4.21								36.5	11.86		23.6	18.3	26.84		21.02		2.12	13.16							17.83																							37.59		3.55		47.05	16.35			16.84		14.55					16.6		
Cynorkis aurantiaca					44.51			14.03			47.43	9.96	6.73	24.58					19.98	7.91					37.97				9.64									8.41						19.21					36.04		42.17				33.45					30.18		27.99					43.23	44.62		24.43		0.33	29.02		12.56			37.33		41.17													21.52				6.71		42.69	
Cynorkis bimaculata	41.73	19.38		3.5	21.3		13.63	9.67	4.54	2.67	13.64	15.59	3.4	30.13	2.01		30.34	8.48			9.92	20.67		36.32	34.25		7.78	30.79	5.28	39.14	3.52	9.14	30.26	31.81	9.72	22.85	34.56	26.73					17.81	8.42		1.92			4.47	0.21	34.56	24.46		23.79	2.03	7.67	24.8	16.66	35.34		12.9	29.35	0.26	29.66	13.69	36.27	14.02	27.4	4.21		12.63	19.2	32.2	0.41	4.74	25.14		31.69		16.14	12.33	31.91	40.91		4.93	47.9	5.87		9.32	4.58	5.85		5.01	31.41	6.64	10.24	18.32	15.26	27.41	43.45
Anacamptis boryi																																						14.52												25.45																						4.59																		49.92										
Cynorkis buchwaldiana																								47.83																			46.72																																																						18.04			
Cynorkis cuneilabia	30.71				22.54	4.31	1.26										25.59		24.06										49.82				19.89												3.29			25.91			14.79																					47.08			7.26	17.74			30.14											36.16			17.82	39.21	43.33					
Cynorkis elata												32.0		39.59	4.86	9.73						46.93			33.58						24.66	12.53				30.44		38.5				4.44							0.06	3.58								18.28							10.95		22.9				32.85	18.86	42.21														20.89		43.89		11.84									32.54
Cynorkis formosa	2.12		49.34			20.81		27.5	5.42	1.72	24.76	17.55	16.07	38.27	2.84	17.78		16.78	30.49	39.47	3.06	4.3			7.47	26.52	17.94	12.95	3.08		15.85	33.67	1.76	16.83	26.46	21.17		8.67	43.54			3.0	3.11		18.58	27.82	9.64	42.31		20.99	13.54		7.02	31.98	14.63	33.69	28.23	4.68		16.76	21.14	21.12		13.69	0.88	0.56	28.79	13.66		37.66	4.53	37.55	16.54	13.02	15.02	2.89		46.08	15.94	4.34		7.33		0.12	16.07	14.13	0.11		46.86			6.28	23.32		11.87	13.35	12.72	41.48	17.28	2.33
Cynorkis gabonensis																																																		3.28																																																		
Cynorkis gibbosa																																																																																																				
Cynorkis gigas																																																																																																				
Cynorkis globifera	16.73		9.1	25.79	18.78	10.88			11.38	20.65	8.96	0.56		10.18		9.25	47.3	18.4	6.71	6.98	2.02	16.03	18.9	1.82	12.29	24.65	29.15		0.12	11.14	45.97	5.79	31.57	0.28	28.87	39.87	30.98	12.94	38.86	19.86	10.34	7.88	17.8	6.24		20.59	27.76	30.26		22.41	33.64	2.35	40.33	2.25	48.46	10.98	28.09	40.99	39.91	27.04		18.25	48.72	36.85	8.46	0.05	28.26		30.51		12.82		20.51	14.64	7.31	12.58	4.51		12.97		48.34	7.9	0.78	0.01	19.97		33.03		30.76	27.62	7.97		20.03	14.06	1.62	17.73	45.73		31.02	0.85
Cynorkis gymnochiloides	6.83																				33.85	10.79	13.68						42.58	32.65			14.87	39.52			12.9			42.54	31.37			32.47									37.63						7.89						6.38				37.99				5.07		29.38								19.9			16.32	9.53													43.84
Cynorkis henrici	1.31	24.07	41.57	0.24	6.98			18.01	17.49		13.03				13.7	0.47		8.35	4.53	14.23		46.71	32.52	24.84	32.61	7.7	6.05	18.63	17.26	4.74	39.03	7.69	18.64			10.12	6.43	12.74	3.14	9.89	16.58	24.32	27.14	28.61			9.31	9.54		10.71		28.19	0.47	5.27	11.58	9.21	11.8	49.72	12.1	32.21	6.87	0.89	10.75	48.66	2.15	16.88	28.5	3.91	17.11	3.58	40.21	3.68	15.13	7.34	8.35	2.84	27.45	33.36			4.04	17.29		3.86	11.55		30.5	6.36		17.05	1.51		5.29		9.79	13.47		49.3		17.03
Cynorkis humbertii	2.7	28.11	39.45	18.95	20.82	8.16		32.26	18.98	0.43	9.79	12.15	28.22	14.53	6.37	44.2	13.27	0.29	8.44			0.03	41.94	2.55		35.2	10.47	36.78	0.81	35.72	32.83	1.32	10.79	24.29		1.73	14.09	1.53	19.55		7.58		46.21	6.63	1.25	11.01	5.47	13.19	34.31		17.05	7.69	26.3	11.34	29.34	5.22	8.21	6.34	16.97			49.15	16.39			12.19	46.53	22.62		24.46		1.75		19.03			4.28	4.76			10.74	39.16	9.59	5.4	5.3	41.58	44.61	49.02	4.79	6.7		9.49	35.69		6.71	32.81	2.31	21.43	45.38	19.8
Cynorkis lindleyana		36.68																																																																																																		
Cynorkis marojejyensis	20.34	34.54	11.75	25.97	12.67	7.82	3.44		1.74	9.63	3.36		47.5	6.98	9.67		16.46	16.35		10.21	14.81	0.18		10.41	8.05		22.14		9.55	10.49	29.23	8.65	10.89	20.9	10.32	8.54		4.12	1.1	2.15	22.95	36.41	5.29		8.0	5.35	20.24		46.31	29.16	27.44	37.28	35.76	23.97	28.96		8.97			49.0	12.63	37.03	0.4	4.54			17.3		32.4	38.46	28.94	6.56	9.15	47.92	42.83	21.13	21.69		21.19	30.36	42.26	24.84	8.36		43.9	43.99		9.17	5.44	10.61	3.77		4.74	38.7	0.21		41.74	3.3	9.85	27.5
Cynorkis monadenia	18.35	6.44	29.77	28.8	16.66	9.72	45.33	9.55		14.73				34.08	20.09	13.56	8.7		36.89	43.5	3.69	0.4			37.44		6.95	9.33	0.17	16.66	12.67	33.71	36.87	3.95	24.47	8.42	11.19		17.22	38.83	13.62	17.69	6.11	49.03	5.34	36.76	6.54		5.99	38.86	3.51	4.37	31.85	1.47	17.08	32.76	11.87	36.74	18.4	36.67				5.35	37.8	45.26	43.38	22.64		25.14	6.09	46.05	32.77	8.85	3.58	0.97		10.36	40.85	21.83	13.07	16.92	5.9	1.92	12.13	9.83	9.49	9.9	39.49	11.36	19.37	18.38	8.59	27.45	30.85	14.55	2.54	24.73	23.93	8.62
Cynorkis muscicola	36.78		11.04	26.54	23.68	35.15	41.3	17.68	28.58	36.76		14.66	11.2	7.18	5.56	5.64	9.6	23.5	26.04	29.97	13.44	2.02	9.73		17.75	4.5	14.4	17.21	36.84		3.16	9.47	4.53	12.1	40.97	21.99		25.81		2.93	19.8	44.95	0.53	33.34	7.83	5.12	46.79	44.79	18.92		13.85	6.12	2.63	6.96	8.08			25.95			6.86			40.23		26.81	4.65	9.44		0.36	24.94	23.59	39.53	37.37		6.88	8.12	10.57	5.53	1.51	19.57	11.37	29.09	26.25	13.9	32.75	0.98	33.98	2.26		14.89	26.82	12.45	2.7	7.2	9.04		18.76	18.48	18.14
Cynorkis perrieri								20.98		49.76	2.89	47.25		36.66											41.4		7.63		11.51			43.46		0.22		10.73		32.45							0.9								43.74	20.91				38.33				48.64				14.3		4.68		3.72				7.16					4.35	17.45						43.12						17.57								
Cynorkis peyrotii																																																																																																				
Cynorkis pinguicularioides	4.13	0.17	8.16		3.57		15.57	7.83		9.3		1.66	22.43	7.37	5.9	27.56	0.66	41.36	14.15	47.44	2.79	3.32	45.86	3.08	5.82			48.49	1.76	2.8	42.51	29.49	12.62	38.78	24.99	2.48	38.18			13.99	5.41	10.06				17.26	17.57	23.85		5.14	11.73	10.95	21.74	16.54	7.45		4.08	44.58	10.75	26.36	11.83			47.62	0.08	0.48	5.83		25.89	36.87	13.53	3.14	3.5	28.54	6.62	32.1	29.69	45.74		4.49	21.04	39.93				7.73		30.32	24.99	17.01	11.42	3.08	21.65		4.83	5.4	4.39	10.16		11.9
Cynorkis pleistadenia																																																																																																				
Cynorkis pseudorolfei	14.27		10.58		1.7	22.49	2.71	1.2	3.0	14.57		37.27	25.08	1.25	18.58	42.06	12.02	17.71	9.02	9.94		39.83	3.12			15.04	47.67	0.47	29.33	21.8			2.37	29.95		39.54	28.45		2.48	8.87	16.09	0.66	38.31	2.3	23.12	32.14	23.94	47.28	5.75	15.53	36.64	38.31	17.82	14.85		6.0	1.25	25.5	23.66	11.92		3.5	15.16	5.38	22.47	12.97	15.76	22.72	26.67	26.69	34.86	5.54	18.65		14.62	24.99	7.27	11.74	18.77	23.11		17.67	29.45		12.13	9.12	13.38	27.98	8.07		0.3		3.86	14.12	24.13	46.44		10.03		18.06
Cynorkis purpurea																																																																																																				
Cynorkis quinqueloba						49.97									1.44		8.04				18.94									6.08	14.41					45.35		27.63		7.23		15.74		31.72					38.73	15.46	11.11						31.12		4.16		8.83	6.26			34.74			33.57			25.29							46.83			4.22		25.78			7.68			17.23	15.01			22.94			10.18			21.67	
Cynorkis rolfei		15.45	42.02	7.83	17.71	25.64	48.47	8.9	6.55	1.12	4.78	5.34	18.9	36.44	42.25	2.59	5.29	17.44	7.72	0.97	12.5	42.89	23.13		46.72	45.26	3.86	7.01		8.92	29.89	11.11	24.59		25.28	26.64	16.02		23.68	12.83			4.43	19.67	49.26	11.84	24.89		26.81	5.34		9.36	23.17	11.68	6.1		4.39	8.02	2.42	13.9	23.15		1.58		26.54	20.79	25.03	24.52	5.5	37.79	21.64	1.74	11.67	13.65	10.15	23.88	18.17	3.92		44.79	42.14			13.85	0.1	11.57	35.24	30.11	45.91	16.51	11.67	5.49	23.24		7.02	20.24	20.72	46.62	26.2	40.64
Cynorkis rungweensis																			14.8																																																									33.33															25.78							29.96		
Cynorkis sacculata	9.7	25.4	7.7		10.27	7.98	3.23		12.74	1.99	48.32	18.19	18.99	5.17	16.42		8.67	12.2		24.9	19.51	12.87		3.21		29.45	25.74	31.75	1.97	45.16		23.09	14.07	15.66	6.12	4.25	0.62	38.0	47.18	23.22	1.95	2.17		28.58	16.66	29.93		2.88	31.32	29.38	5.68	14.29	10.0	2.62	0.58	11.51	3.54	23.33	1.29	5.06	11.66	14.36	10.46		6.63	4.04	12.22	4.04	3.93	27.33	16.36		16.9			27.69	7.0	0.48	32.04	12.06	17.69	0.51	27.08	22.93	0.6	3.44	1.44	4.6	0.82	2.87		14.09	34.59	20.2			1.16	7.11	25.58	33.05
Cynorkis sambiranoensis	23.3	7.5			11.62		24.46					19.07								31.36											20.46			40.6	38.26					6.28				19.85	47.06											25.44		36.11				32.26					45.12									9.47			25.02	9.72	47.34								7.99		39.23	47.57			12.51				43.28	
Cynorkis stolonifera				3.98	21.12	14.07															25.26			35.06	13.21		27.94				44.64	27.81			29.73						47.6																	4.73				46.71					48.23				22.5											22.23		17.32		30.68		41.73									5.02	35.38		12.59
Cynorkis sylvatica	14.62	46.61	2.56				15.58	9.65	1.68	12.57	5.73	1.54	6.28			25.71			15.31	30.41	30.2	32.87	16.72		41.62	11.56	4.09		35.14		8.97	37.68	47.79	27.63	19.4	32.63	6.01	38.53	13.89	3.59	41.07	24.6	30.54	6.85		42.37		24.81	26.44	49.5	28.6	15.57		6.8	33.41	18.35			20.78	46.89		26.65	20.1			1.8	9.41	28.92	9.83	15.79	29.32	14.26	23.94		14.56	13.75	18.82	5.68	12.29	21.83	14.18	30.65	22.84	0.65	8.14		1.49	1.61	15.22	8.07	23.87	12.28	22.22			0.03	13.76		33.58	31.58
Cynorkis tenerrima								6.74			25.43					49.55		34.31							22.3	15.98						45.83										21.96		17.39	32.78																			27.75								18.37						29.38						20.9				43.15	32.89					12.84	14.0	4.93	12.63			
Cynorkis tristis	9.63	8.79			13.48	8.23	24.68	14.6	9.09	12.76	15.4		6.57	8.31		47.61	0.14		49.8	4.18	14.99	4.3	7.29	41.51	12.44	6.62	47.66	27.89		33.24	14.48	17.46	49.2	14.66	48.23	41.11	2.35	2.8		32.77	27.9	21.3	6.87	1.21	5.96		2.03		27.87	42.84	3.23		10.1	28.37	30.95	23.76	3.38	23.61	26.1	29.08	7.71	22.38	36.86		5.97	1.3		26.3	1.74	6.86	0.45	2.24	36.94		4.98	1.4	0.29		30.05	39.62	32.84		17.28	4.83	23.07		2.3	16.28	2.37	15.74	47.63	4.75	41.67	6.86	36.43			17.06	5.4	14.32
Cynorkis uncata																																	16.68				22.98					38.11																																30.82																										
Cynorkis zaratananae					36.62					0.32	18.39			37.79				46.68								5.56	1.9		29.34			46.69				1.67				10.06			46.68				38.34						38.77														14.08	12.22	47.72	24.11		40.13				23.22			0.77									20.59								13.75	21.47	32.97	27.81	9.34
Cypripedium acaule																																																																																																				
Anacamptis palustris																																																																																																				
Cypripedium arietinum																																																		44.24																																																		
Cypripedium bardolphianum							30.16													2.55																																				7.45																					33.3														46.98									
Cypripedium calceolus																					35.69																																																																			18.92											44.02	
Cypripedium calcicola										32.74				45.17	29.75						40.16		40.02					28.91		25.66		27.71			25.01					9.61																5.08							41.26								14.49	32.09						11.66	38.51	35.02						37.78	46.75				34.03			6.16			49.82		10.25	8.46
Cypripedium californicum			20.81					47.96			27.15	22.0		47.11	41.06							2.95							21.37						23.42				28.17			25.11														28.35					3.15	28.71		38.5	11.81								44.72						9.63		27.53			10.19												1.67		18.48		
Cypripedium candidum								0.36					16.04																	45.94															40.91																						36.29								8.82	43.6				13.91																				
Cypripedium cordigerum																											41.31							32.01																																															43.95																			
Cypripedium debile													9.66																																																																																		27.23			22.89	8.21	
Cypripedium elegans															35.71	40.55	41.71			43.11	13.88	2.45	29.4		16.02																					37.61							43.83					33.15	18.32		2.02									33.22			46.55			48.48								23.56		2.89			0.67											
Cypripedium fargesii	39.55			48.33	44.66			28.6				12.48								7.05		16.77			12.42															47.52		48.61	23.18	17.11	48.89	48.03				49.83			44.96											19.39				42.45	3.26	46.93							38.72				3.42															45.17			24.04	
Cypripedium farreri					2.25			1.71			20.09		33.56	28.03	24.25	26.18					49.75	20.28				45.93			7.2										47.82									19.42	41.82		49.07	16.03	13.6			37.61		27.73					26.59		8.33				8.47	18.47						18.09					45.02			29.74	15.78	4.64	20.98							13.67		15.71				
Cypripedium fasciculatum																																					48.34																						29.98				35.3		46.99								9.87																											
Cypripedium fasciolatum		9.16					16.8																	34.69		47.24	46.15																		19.67	43.95	8.73						28.25				3.33	6.99		38.17			7.4									28.42	1.78		17.25				0.47										18.0	2.14				8.31	26.23	23.65			19.69	
Cypripedium flavum		47.33																					41.84	17.41																						45.82			43.24	28.86	43.3																																	4.89																
Cypripedium formosanum				29.35						44.1		10.61		0.22						1.6					48.03			10.53								34.3				24.11		12.36								26.8	20.61		13.05		8.4										19.8			14.72			12.38							0.93				13.56		39.06	6.33	40.25									24.6				6.43	
Cypripedium forrestii				42.45					14.94		31.94			16.43				21.17	22.92								33.73			34.07							38.85	38.28			5.51						32.94					38.85	30.31						40.71					31.95													2.82		16.46					35.03	38.39		7.76	2.71									43.36			
Cypripedium franchetii	2.58						20.72			17.68			21.51				25.19											45.89		22.51		36.96	48.34			27.7	42.18					49.52						8.71											4.63							16.39		8.77	16.75	22.94	6.71						5.01	6.75					44.04						12.51	37.05					6.78					
Cypripedium guttatum													41.74																																															30.14																																								
Cypripedium henryi																																										9.5																					27.87						27.79						29.97																									
Cypripedium himalaicum			12.28				5.81						44.21																8.05		18.71			5.78		9.29									19.31			20.4	23.2	0.36	36.08			34.31		36.05			40.04	19.66		45.18		30.16								10.93														6.45		43.97		38.14		3.78			34.84					
Cypripedium irapeanum		13.44																		44.38											29.23																48.24										40.53																																											
Cypripedium japonicum					31.84				41.66			23.35	23.56			23.88	2.26	49.41	11.59				35.84			14.73				0.75	16.43		31.35	11.9										49.39	38.05		49.8										25.37																									40.42												10.37			8.86			40.32
Cypripedium kentuckiense																																																																																														46.98						
Cypripedium lichiangense		16.79	27.66		6.18						37.59		18.93					24.28		19.2			1.54	24.83	32.05	5.76	31.45												25.4	45.1							23.89					7.55														24.59						34.81		30.4			34.86						30.56							4.51				3.09						
Cypripedium ludlowii		29.95													1.37		29.39							16.95		10.53						45.13							45.59	36.1			42.3		7.67				13.47	6.19	9.01											31.8			10.91													26.19			39.12								14.24		8.69			19.72						45.46
Cypripedium macranthos						7.01																																																																																														
Cypripedium margaritaceum			38.33											44.69		7.13			6.02			10.43	29.51			38.62						29.73			15.86	6.94																					35.16					47.63						5.49						32.53		11.97				12.26						15.79	11.91									25.08	23.67	18.09		
Cypripedium molle									24.47																									34.68					34.0																																																													
Cypripedium montanum																																																						47.57			11.68						49.45																																					
Cypripedium palangshanense	0.59				31.75						36.71						18.73																							38.4																																																			38.83									
Cypripedium parviflorum																																																																																																				
Cypripedium passerinum						9.87																17.73																													29.34			43.03															11.47					44.09					8.74																					
Cypripedium plectrochilum																40.61					18.24									8.4																																																				40.73																		
Cypripedium reginae																					17.71																																																																															
Cypripedium segawae		33.86	30.6	34.21		35.3	6.47	16.0	35.39	0.5		9.23	16.98				5.71	17.16	4.43	1.64	46.53	13.12	39.34		46.61	47.43	15.42			3.91			5.53	3.54	22.45	6.09	11.87	17.05	15.33	8.49	45.64	20.4	30.85	18.76	24.46		1.37	22.93	9.33	39.46	7.99	10.63	10.91	10.41	34.82	10.89	2.6	11.99	7.57		11.85	6.16	4.34	37.05	32.64	21.05	13.0	8.51	1.04	14.09	11.14	32.68	0.85	40.35		14.58				19.7		5.39	46.08	13.33	17.66	4.54	9.92	13.95	8.65	13.45	19.12	2.96		24.57	49.59	12.45	41.99		1.97	40.01
Cypripedium shanxiense																																																																							33.18																													
Anacamptis sancta																																																																																																				
Cypripedium taibaiense				9.52				33.5		4.49	33.05	12.04	27.53		25.9	0.81	30.43	21.29		18.47	0.64	14.99	27.86	5.39	3.87	0.91		8.21		18.61	39.7	3.58	12.91	16.49	34.37	9.05	24.74	13.2		14.96	5.55	26.0	10.45	39.18		8.07	2.88			22.46	36.53	47.91		2.02	12.95	21.23	1.22			20.02	6.76	0.57		41.74	6.0	8.2	48.3	7.8	2.42	14.51	12.42	24.7		5.7	14.79	9.51		42.03	44.91	7.6		1.65	42.07	10.38	1.76			22.89	3.43	18.22	21.73		23.79		10.56	5.45	20.68	47.79	43.05	41.25
Cypripedium tibeticum																																																																																																				
Cypripedium wardii		28.16			24.73	17.79								26.59					12.88						15.93				16.98						43.53			43.31									11.25			31.71									21.14	35.73	30.36						37.59												37.61			44.38										36.27			31.54					
Cypripedium yatabeanum																																																																																	16.5																			
Cypripedium yunnanense			13.59	46.43												45.61			10.46						44.25		40.24						45.15			19.1															29.42					42.02													34.75		3.54											39.39		21.49			43.49			4.5	34.79	9.08								16.76
Cyrtochilum halteratum																																																																																																				
Cyrtopodium brandonianum																																				21.46	32.5										35.84																																					38.93																
Cyrtorchis glaucifolia								21.96												10.2		16.45			6.41			47.03				37.1	7.24	31.86	37.92	42.27					5.31		41.75					36.49		49.85		36.36		48.81		19.72	6.02				24.82		8.54					43.41			14.0			45.84		42.83							4.06	16.51						15.37						46.84	8.58		32.37	
Dactylorhiza baumanniana																																																																																						15.52												47.71		
Dactylorhiza cordigera																																																																													9.89																							
Dactylorhiza elata	46.54																		23.23																									49.24						32.67																																																38.93		
Dactylorhiza euxina																									25.66				14.48																																									44.26																43.07														
Dactylorhiza foliosa																													34.15																																																																							
Dactylorhiza kalopissii			47.33			0.52							43.63		12.97					10.23									20.89					33.44	18.4						29.61									48.61			0.58					6.54		19.36			31.05				36.52		8.28			43.48		36.2					36.19	23.25	30.07			10.4	42.71		48.15												40.97	
Dactylorhiza lapponica																																																																																7.0																				
Dactylorhiza sambucina								46.15					40.2													9.6																																																																		43.59								
Dactylorhiza urvilleana																																																45.31																																																				
Dendrobium aberrans																																																																							31.81																													
Dendrobium alexandrae												3.73																									38.37																																																															
Dendrobium aloifolium																																																																																																				
Dendrobium amphigenyum																																																																																																				
Dendrobium aphyllum																																																																																																				
Dendrobium archipelagense																																																																																																				
Anathallis minutalis																																																																																																				
Dendrobium armeniacum																																																																																																				
Dendrobium atroviolaceum																									31.46																					49.83																																																						
Dendrobium bensoniae																																																																																																				
Dendrobium brevicaule																																																																																																				
Dendrobium bulbophylloides																																																																																																				
Dendrobium cochliodes																																																														33.98																																						
Dendrobium crassilabium			49.61					21.79																																								23.78		48.4																	22.14										5.11						41.2																	
Dendrobium crispilinguum												24.7			9.14									46.46																																										39.68																													21.31					
Dendrobium cruttwellii																			20.41																																																																																	
Dendrobium cuthbertsonii																																																																																																				
Dendrobium cyanocentrum																																																																40.26																																				
Dendrobium dekockii																																																										35.6																																										
Dendrobium dendrocolloides													29.62																																													28.28																																										
Dendrobium dissitifolium																																		49.97																																																																		
Dendrobium engae																																																																																																				
Dendrobium eximium																																																																																																				
Ancistrochilus thomsonianus																																																																																																				
Acianthera chrysantha			49.27																																																																																																	
Dendrobium finisterrae																																																																																																				
Dendrobium forbesii																																																					17.74																										45.76								36.29													
Dendrobium geotropum					26.69												41.82				27.23								27.36																																																																							
Ancistrorhynchus crystalensis		22.98					12.68		11.23	23.67				4.81										22.37	18.4						28.77		30.26				26.97								20.88	1.93	36.69	28.77		10.29										42.43							47.63						38.05						11.53	19.74										43.91					13.11					
Dendrobium habbemense												20.33																																																																																								
Ancistrorhynchus laxiflorus					40.03					6.25																		1.59			14.1		41.52																13.25								44.99															25.19					21.33																	41.99						
Dendrobium hamiferum																																																																																																				
Dendrobium helix					37.94																	43.18																																																																														
Dendrobium hellwigianum																																																																																																				
Ancistrorhynchus parviflorus																																																																																																				
Dendrobium incurvum																																																																																																				
Ancistrorhynchus refractus	42.95										1.35	4.03				13.76		12.4									0.99	4.19																					33.64							0.75					22.08							2.58			43.13				35.33										30.54							13.44	7.39			22.64				
Dendrobium kauldorumii	16.03					26.4							11.53				24.41						34.99	19.68									20.76		7.7	19.34	7.35		16.45			1.96										49.69							18.33			4.73	35.03			29.14	4.45		8.3							8.15		46.19											0.03				43.79					0.33		
Ancistrorhynchus serratus																				27.49					46.92										44.4																																												10.73																					
Dendrobium lancifolium																																																																																																				
Dendrobium lancilabium																																																																																																				
Dendrobium lasianthera																																																																																																				
Ancistrorhynchus tenuicaulis																																																																						19.2																														
Dendrobium leptocladum				24.72							6.19	20.41																		43.02	18.83						32.82						13.46														47.51	7.31						5.82					20.17				7.69															0.28					45.9					15.79	24.83	
Dendrobium leucohybos																																																																																																				26.84
Dendrobium lineale																																																							29.94									41.62																																				
Dendrobium litorale																																																													19.58			29.4																																				
Dendrobium lohohense	22.78					36.72													15.58	29.35		13.7	30.33							45.15			15.75																						9.15		26.87				40.45			18.61		17.64					6.27				47.23	0.77								45.72						26.71			13.22		12.55				26.07	
Dendrobium margaretiae																																																																																																				
Dendrobium mayandyi																																																																																																				
Dendrobium melinanthum																																																																																																				
Dendrobium merrillii								47.38																																																																																												
Dendrobium minutiflorum				8.01	0.47						19.18	5.46					12.61	46.84			24.53								43.81										2.33								23.04							35.72	16.3									14.1		45.52	9.11		24.66		25.12	32.07					26.02					35.88		29.83			2.8											37.31	8.41	
Dendrobium nardoides																																																																																																				
Angraecopsis cryptantha										38.38		43.87																																																					26.97																																			
Dendrobium otaguroanum								42.3																																																																																												
Angraecopsis lisowskii			18.38		33.86											34.87			43.79						36.03		35.05		12.05			26.56		18.53							2.87					5.43		45.1		33.69			39.19	4.57									4.39		31.24				13.0			16.17	38.21							46.8				43.72	29.78	11.49					1.49			8.6	33.71			48.34		
Angraecopsis parva																													0.41																																																														8.79							30.36	38.36	
Dendrobium poneroides																																																																																																				
Dendrobium putnamii																																																																																																				
Angraecopsis tenerrima		18.78	34.52			22.08		44.49	7.94	49.17			30.38	2.69	0.26						29.52			11.06	16.02							1.67		3.05						8.63										18.37	26.07	15.93		18.13		1.5				22.1																	42.0					19.37		38.43													45.64			
Angraecopsis tridens																											35.82																																					4.61																	38.8																			
Dendrobium rigidifolium																		22.75																																								40.88																																										
Dendrobium rupestre																																																																															39.99																					
Angraecum alleizettei								3.05			7.46	42.74		22.58	13.24	16.75			49.07						30.63									11.37							10.07			14.26	7.85			41.83	17.28			4.28	0.42	21.38			13.57		6.62					24.6			5.43								7.05			18.88	39.6		37.02	16.37																12.65		
Dendrobium simplex																																								32.84																																																												
Angraecum amplexicaule		11.82				43.79	37.34						35.25		22.42				17.91			28.95					0.44	19.43	25.88	21.07		37.71				45.93							11.61					35.22			32.19	36.96				45.37						39.64	20.53				34.62															48.28			43.91			44.27		40.67			20.34	10.01		45.48				
Dendrobium subuliferum																																																																																																				
Dendrobium sulphureum																																																																																																				
Dendrobium tangerinum															30.25																																																																																			18.22		
Dendrobium tapiniense			0.08													30.68					39.79							46.3		12.96							19.66							48.48																				47.56												38.94																								
Dendrobium terrestre																																																																			33.58																																	
Angraecum angustum				25.97	47.05				48.35			13.74	10.22						47.92											33.34				26.32										35.15	16.39					42.87					12.74		38.76					19.07		43.84	19.13		9.15									8.5										18.61		25.34										2.43		35.82
Angraecum ankeranense				17.69			49.02			29.36	45.91	14.93	46.24										34.46		46.46		45.97	21.78																			29.79	4.39				48.22			4.53				48.93	35.07									43.28		43.74		4.99											21.13	1.59			30.39		43.65							30.75	13.3		
Angraecum aporoides																																																																																																				
Dendrobium williamsianum																																				26.78																		16.31										8.62																						44.95														
Angraecum atlanticum					29.03																									27.24																	27.67																					48.56			31.96																												37.5	
Dendrobium wisselense																																																																																																				
Angraecum bancoense																																																																																																				
Angraecum bicallosum			18.83	42.54			49.78				38.7		30.85		28.31									27.69						46.9	11.09				14.24	35.62			34.32		35.81		13.93	6.17				49.39		13.75								17.97				3.32	20.05			47.13	3.28	31.47	46.02													2.51		27.86	7.86				39.18	30.42			20.6	15.52				49.62	47.27	
Dendrochilum foxworthyi																					23.18													37.0																				45.54					31.31																																									
Dendrochilum gracile																																																																																																				
Dendrochilum imitator									16.2									30.2								38.49															34.44															45.82					49.24																																		19.77					
Dendrochilum loheri					40.54	27.66	2.69	10.34	20.4		30.79			31.35	44.86			33.41											13.08		16.08	45.06		21.89			29.22	46.49													49.33			4.51	4.73	14.32				1.82													0.26								35.02		2.17	36.78	27.6	39.72	27.41		46.87		40.71									20.64
Dendrochilum longipedicellatum		47.51										35.94															1.87									27.94																															43.23																					35.86												
Dendrochilum tuberculatum						26.46		39.75												18.07						46.4					0.87							47.24									32.56					0.15		1.89										18.14							22.61											10.87			48.52		23.12		22.38											5.88
Angraecum compactum																																																																																																				
Didymoplexis africana					42.78																																																																										43.18																					
Angraecum cornucopiae			31.11	13.92					21.74			43.46										25.15			14.18		21.5	25.07	3.79						48.43				41.26	31.91						38.37		43.09	26.27												0.87	28.56			10.31				39.58		41.05					23.76	18.88	7.36		40.67	4.35									20.87	0.55			27.76		10.15			3.86	
